total_saved,gc_saved,trie_atten_saved,time_took
2839,237,2602,"[1751543421.6045353, 1751543421.7004647, 1751543421.7016656, 1751543422.0371902, 1751543422.1271274, 1751543422.2169495, 1751543422.3022313, 1751543422.3907053, 1751543422.4808612, 1751543422.5723677, 1751543422.6628494, 1751543422.7540262, 1751543422.8451533, 1751543422.935204, 1751543423.0268688, 1751543423.1175642, 1751543423.208743, 1751543423.3005753, 1751543423.391593, 1751543423.4824092, 1751543423.5728323, 1751543423.6651978, 1751543423.7547598, 1751543423.846122, 1751543423.9362442, 1751543424.0285506, 1751543424.1221943, 1751543424.212558, 1751543424.303005, 1751543424.3931098, 1751543424.4820013, 1751543424.5744119, 1751543424.6635144, 1751543424.7534933, 1751543424.8465917, 1751543424.938874, 1751543425.0323272, 1751543425.127518, 1751543425.221287, 1751543425.313637, 1751543425.4064095, 1751543425.5222154, 1751543425.6125486, 1751543425.7073424, 1751543425.8048503, 1751543425.8998065, 1751543425.995796, 1751543426.0912046, 1751543426.1873658, 1751543426.2841468, 1751543426.382783, 1751543426.4842305, 1751543426.5813074, 1751543426.6775756, 1751543426.777109, 1751543426.8747964, 1751543426.971114, 1751543427.0704074, 1751543427.1708918, 1751543427.2723513, 1751543427.372755, 1751543427.4713094, 1751543427.5683048, 1751543427.6661382]"
2343,288,2055,"[1751543428.0548031, 1751543428.1793988, 1751543428.1809032, 1751543428.437379, 1751543428.5255618, 1751543428.6177273, 1751543428.707933, 1751543428.8006582, 1751543428.8905845, 1751543428.9822366, 1751543429.0726318, 1751543429.1641157, 1751543429.2547092, 1751543429.3466866, 1751543429.437404, 1751543429.5294073, 1751543429.6206717, 1751543429.7114096, 1751543429.8019466, 1751543429.893248, 1751543429.9844532, 1751543430.0766792, 1751543430.1674855, 1751543430.2573445, 1751543430.3482254, 1751543430.4386294, 1751543430.528395, 1751543430.621963, 1751543430.712759, 1751543430.8045492, 1751543430.8952663, 1751543430.9868035, 1751543431.0780845, 1751543431.1670964, 1751543431.258947, 1751543431.3500986, 1751543431.4423099, 1751543431.5393925, 1751543431.6325104, 1751543431.7249818, 1751543431.8215716, 1751543431.9173706, 1751543432.0134025, 1751543432.1083438, 1751543432.2025225, 1751543432.2984173, 1751543432.3981636, 1751543432.4934182, 1751543432.5892615, 1751543432.6855574, 1751543432.780857, 1751543432.877933, 1751543432.9745824, 1751543433.0737529, 1751543433.1680677, 1751543433.2670364, 1751543433.3685162, 1751543433.4699204]"
1711,325,1386,"[1751543433.8748524, 1751543433.9832025, 1751543433.9843953, 1751543434.1795423, 1751543434.2689412, 1751543434.3607852, 1751543434.4506063, 1751543434.5422995, 1751543434.6300318, 1751543434.7194946, 1751543434.8047326, 1751543434.8939927, 1751543434.9850724, 1751543435.075824, 1751543435.1634479, 1751543435.254443, 1751543435.3414433, 1751543435.4313595, 1751543435.5220752, 1751543435.6135445, 1751543435.7143002, 1751543435.8255465, 1751543435.9170547, 1751543436.007274, 1751543436.0983918, 1751543436.1879537, 1751543436.2813046, 1751543436.3723354, 1751543436.460967, 1751543436.5529718, 1751543436.6422386, 1751543436.7377057, 1751543436.8296776, 1751543436.92245, 1751543437.0177054, 1751543437.1107497, 1751543437.2052767, 1751543437.3011534, 1751543437.39651, 1751543437.49297, 1751543437.5932062, 1751543437.6881406, 1751543437.7849476, 1751543437.87932, 1751543437.973626, 1751543438.0694075, 1751543438.1697698, 1751543438.2680976, 1751543438.3644218, 1751543438.460706, 1751543438.556268, 1751543438.6563845, 1751543438.7558684, 1751543438.8578155, 1751543438.9581625, 1751543439.0611453, 1751543439.159279, 1751543439.2544258, 1751543439.350422, 1751543439.446354, 1751543439.542155, 1751543439.639189, 1751543439.7393754, 1751543439.8408368, 1751543439.9414785, 1751543440.0425289, 1751543440.144398, 1751543440.2441182, 1751543440.3440654, 1751543440.442517, 1751543440.545791, 1751543440.649926]"
1495,111,1384,"[1751543441.0557191, 1751543441.1625125, 1751543441.163687, 1751543441.361094, 1751543441.4573402, 1751543441.5499916, 1751543441.6392233, 1751543441.730516, 1751543441.821248, 1751543441.9132712, 1751543442.00348, 1751543442.0954554, 1751543442.1850362, 1751543442.2766907, 1751543442.3674712, 1751543442.4583855, 1751543442.548886, 1751543442.6393511, 1751543442.7319632, 1751543442.8236403, 1751543442.9145036, 1751543443.0058532, 1751543443.0965624, 1751543443.185814, 1751543443.2756815, 1751543443.3705125, 1751543443.463131, 1751543443.5523586, 1751543443.6426835, 1751543443.733762, 1751543443.8247879]"
1231,45,1186,"[1751543444.2115562, 1751543444.3219578, 1751543444.3228626, 1751543444.5150726, 1751543444.6032891, 1751543444.6931548, 1751543444.7836738, 1751543444.875639, 1751543444.966373, 1751543445.0574996, 1751543445.147584, 1751543445.2396898, 1751543445.3282928, 1751543445.4207036, 1751543445.5118442]"
1727,177,1550,"[1751543445.8906395, 1751543445.9978435, 1751543445.9987712, 1751543446.2309484, 1751543446.3206623, 1751543446.4299896, 1751543446.5213237, 1751543446.6130774, 1751543446.7042913, 1751543446.795816, 1751543446.8853648, 1751543446.9761589, 1751543447.0688884, 1751543447.160886, 1751543447.2513433, 1751543447.3429089, 1751543447.4344313, 1751543447.5252633, 1751543447.6159074, 1751543447.707656, 1751543447.7978842, 1751543447.888569, 1751543447.9796526, 1751543448.0710878, 1751543448.162087, 1751543448.2528162, 1751543448.342825, 1751543448.434086, 1751543448.524673, 1751543448.6162217, 1751543448.7091308, 1751543448.800372, 1751543448.8917563, 1751543448.9848974, 1751543449.0792205, 1751543449.1741762, 1751543449.2697837, 1751543449.3639858, 1751543449.4613152, 1751543449.555943, 1751543449.6536696, 1751543449.750019, 1751543449.8458617, 1751543449.9430144, 1751543450.0377374, 1751543450.138701, 1751543450.2349153, 1751543450.33674, 1751543450.4280546]"
1575,206,1369,"[1751543450.8331258, 1751543450.9399662, 1751543450.9406037, 1751543451.1348379, 1751543451.222428, 1751543451.3143296, 1751543451.4049613, 1751543451.4959195, 1751543451.5847676, 1751543451.6740842, 1751543451.7619147, 1751543451.8512037, 1751543451.9414134, 1751543452.0329201, 1751543452.123805, 1751543452.2322679, 1751543452.3259819, 1751543452.4174833, 1751543452.5089016, 1751543452.5996418, 1751543452.6915085, 1751543452.7833467, 1751543452.8730836, 1751543452.9647543, 1751543453.0546682, 1751543453.146613, 1751543453.2390664, 1751543453.3287673, 1751543453.419612, 1751543453.5110793, 1751543453.6025822, 1751543453.6957154, 1751543453.7904296, 1751543453.8841226, 1751543453.9736655, 1751543454.068508, 1751543454.1612709, 1751543454.2550678, 1751543454.3490992, 1751543454.4411821, 1751543454.5335894, 1751543454.6315804, 1751543454.724346, 1751543454.818395, 1751543454.9116366, 1751543455.0035253, 1751543455.0976803, 1751543455.1967998, 1751543455.2949517, 1751543455.3910227, 1751543455.4903255, 1751543455.592725, 1751543455.6926048, 1751543455.793966, 1751543455.8945053, 1751543455.996271]"
3247,286,2961,"[1751543456.4020329, 1751543456.5039055, 1751543456.5049784, 1751543456.8851485, 1751543456.9766674, 1751543457.068474, 1751543457.1568162, 1751543457.2493742, 1751543457.340513, 1751543457.4329753, 1751543457.523812, 1751543457.6147153, 1751543457.7072282, 1751543457.7983692, 1751543457.8863611, 1751543457.9789548, 1751543458.0706713, 1751543458.1618679, 1751543458.2527993, 1751543458.3446004, 1751543458.4340734, 1751543458.5280454, 1751543458.6176884, 1751543458.7089427, 1751543458.7997775, 1751543458.8917556, 1751543458.9827178, 1751543459.0737503, 1751543459.1642354, 1751543459.2615654, 1751543459.3553352, 1751543459.455147, 1751543459.5461428, 1751543459.6377444, 1751543459.7291384, 1751543459.8194308, 1751543459.912794, 1751543460.0073776, 1751543460.1021967, 1751543460.1970267, 1751543460.2895608, 1751543460.3858144, 1751543460.4836226, 1751543460.579701, 1751543460.6762543, 1751543460.7740161, 1751543460.871277, 1751543460.969204, 1751543461.0694175, 1751543461.1709824, 1751543461.269329, 1751543461.3665042, 1751543461.465094, 1751543461.5598125, 1751543461.6573637, 1751543461.7577932, 1751543461.8600159, 1751543461.9599268, 1751543462.058871, 1751543462.1603334, 1751543462.2616258, 1751543462.3627024, 1751543462.4613278, 1751543462.5588446, 1751543462.6587965, 1751543462.7584298, 1751543462.8610466, 1751543462.9623919, 1751543463.062671, 1751543463.1638165, 1751543463.2651887, 1751543463.3683078, 1751543463.4692976, 1751543463.5703182, 1751543463.673959, 1751543463.7721262, 1751543463.8750083, 1751543463.9741466, 1751543464.075528, 1751543464.176631, 1751543464.276354, 1751543464.3802247, 1751543464.4808445, 1751543464.5815911, 1751543464.6820476, 1751543464.7830381, 1751543464.8863177, 1751543464.9869514]"
2063,289,1774,"[1751543465.379544, 1751543465.5006905, 1751543465.5013258, 1751543465.7720304, 1751543465.8658705, 1751543465.9578137, 1751543466.048178, 1751543466.1394734, 1751543466.2264314, 1751543466.3129053, 1751543466.4022033, 1751543466.494622, 1751543466.5845244, 1751543466.6736207, 1751543466.7664442, 1751543466.8584037, 1751543466.968254, 1751543467.0605664, 1751543467.1510184, 1751543467.2423284, 1751543467.3343651, 1751543467.4251266, 1751543467.5142484, 1751543467.6067905, 1751543467.6983786, 1751543467.7899728, 1751543467.882573, 1751543467.972108, 1751543468.0634792, 1751543468.153127, 1751543468.244915, 1751543468.3379297, 1751543468.4284482, 1751543468.5195568, 1751543468.6108828, 1751543468.7027323, 1751543468.794224, 1751543468.889547, 1751543468.9842386, 1751543469.0783255, 1751543469.1723979, 1751543469.2747838, 1751543469.3708394, 1751543469.466436, 1751543469.560147, 1751543469.6580365, 1751543469.7552779, 1751543469.8511033, 1751543469.948129, 1751543470.044137, 1751543470.1427083, 1751543470.2432904, 1751543470.3430922, 1751543470.4398823, 1751543470.5362263, 1751543470.6356008, 1751543470.733927]"
2047,280,1767,"[1751543471.135046, 1751543471.245351, 1751543471.2465541, 1751543471.471603, 1751543471.561777, 1751543471.65259, 1751543471.742305, 1751543471.8338954, 1751543471.9234784, 1751543472.015205, 1751543472.106548, 1751543472.1978524, 1751543472.2891924, 1751543472.3802478, 1751543472.4707196, 1751543472.5622177, 1751543472.654793, 1751543472.7455106, 1751543472.836663, 1751543472.9281082, 1751543473.0192535, 1751543473.1111095, 1751543473.2012234, 1751543473.2933214, 1751543473.38349, 1751543473.4756203, 1751543473.567182, 1751543473.6573, 1751543473.748704, 1751543473.8394263, 1751543473.9304943, 1751543474.0224614, 1751543474.1137168, 1751543474.2062051, 1751543474.3002257, 1751543474.3956668, 1751543474.485905, 1751543474.5757458, 1751543474.6669397, 1751543474.759562, 1751543474.851207, 1751543474.9495983, 1751543475.0442555, 1751543475.1457932, 1751543475.2387683, 1751543475.3348832, 1751543475.4311182, 1751543475.522942, 1751543475.618229, 1751543475.7185278, 1751543475.8202193, 1751543475.9220243, 1751543476.0219781, 1751543476.122697, 1751543476.2242103, 1751543476.3251483, 1751543476.4378974, 1751543476.5383668, 1751543476.6387844, 1751543476.7411978, 1751543476.8415892, 1751543476.9426355, 1751543477.0431075, 1751543477.1441555, 1751543477.2435691, 1751543477.3466587, 1751543477.4471982, 1751543477.5428147, 1751543477.638042, 1751543477.7385912, 1751543477.8405693, 1751543477.9430258, 1751543478.0429685, 1751543478.144855, 1751543478.2432888, 1751543478.345992, 1751543478.4478724, 1751543478.5472615, 1751543478.6463914]"
1207,162,1045,"[1751543479.0551062, 1751543479.166758, 1751543479.1679616, 1751543479.3681748, 1751543479.4574828, 1751543479.5490036, 1751543479.6403348, 1751543479.7358665, 1751543479.8238146, 1751543479.915335, 1751543480.0048883, 1751543480.09508, 1751543480.1870399, 1751543480.283381, 1751543480.3887713, 1751543480.4764056, 1751543480.5709324, 1751543480.6620708, 1751543480.7514298, 1751543480.8427424, 1751543480.9334576]"
1119,158,961,"[1751543481.2961347, 1751543481.3874817, 1751543481.3884215, 1751543481.56162, 1751543481.6510258, 1751543481.7429297, 1751543481.8329356, 1751543481.9256835, 1751543482.0153563, 1751543482.1062167, 1751543482.1971478, 1751543482.2890077, 1751543482.3802948, 1751543482.471118, 1751543482.5614505, 1751543482.6525662, 1751543482.7443242, 1751543482.8344884, 1751543482.9251163, 1751543483.0140522, 1751543483.1048596, 1751543483.1986845, 1751543483.288603, 1751543483.3801553, 1751543483.4710922, 1751543483.5616658, 1751543483.6534407, 1751543483.7439501, 1751543483.8345864, 1751543483.9288116, 1751543484.024071, 1751543484.1175086, 1751543484.207913, 1751543484.3064458, 1751543484.3991296, 1751543484.491473]"
1607,56,1551,"[1751543484.8820338, 1751543485.001794, 1751543485.002939, 1751543485.2181158, 1751543485.3088522, 1751543485.39936, 1751543485.4903069, 1751543485.581876, 1751543485.673214, 1751543485.7659075, 1751543485.8557258, 1751543485.946631, 1751543486.0384243]"
1775,270,1505,"[1751543486.3980095, 1751543486.5030825, 1751543486.5042722, 1751543486.7428386, 1751543486.836156, 1751543486.926418, 1751543487.0169532, 1751543487.108524, 1751543487.199754, 1751543487.292653, 1751543487.384023, 1751543487.475308, 1751543487.5668004, 1751543487.6566281, 1751543487.7477937, 1751543487.8479478, 1751543487.9376533, 1751543488.030987, 1751543488.1227145, 1751543488.21339, 1751543488.3035378, 1751543488.3965724, 1751543488.4849136, 1751543488.577171, 1751543488.6683562, 1751543488.7596982, 1751543488.8508475, 1751543488.9414785, 1751543489.0313478, 1751543489.1242738, 1751543489.2149427, 1751543489.3069239, 1751543489.3974075, 1751543489.4918342, 1751543489.586581, 1751543489.681463, 1751543489.7757287, 1751543489.8704522, 1751543489.9642508, 1751543490.056034, 1751543490.150487, 1751543490.2466772, 1751543490.3461597, 1751543490.4407623, 1751543490.5367153, 1751543490.6313698, 1751543490.7273803, 1751543490.8218446, 1751543490.9216802, 1751543491.019237, 1751543491.114371, 1751543491.2159278, 1751543491.3160806, 1751543491.4172137, 1751543491.518164, 1751543491.618947, 1751543491.7224362, 1751543491.8230574]"
1311,122,1189,"[1751543492.2385597, 1751543492.3461173, 1751543492.3472786, 1751543492.5466647, 1751543492.630592, 1751543492.722412, 1751543492.8139315, 1751543492.905486, 1751543492.9955046, 1751543493.0877516, 1751543493.1782837, 1751543493.2684352, 1751543493.3589838, 1751543493.4508724, 1751543493.542472, 1751543493.6335897]"
1335,156,1179,"[1751543494.012744, 1751543494.1077468, 1751543494.108675, 1751543494.2685335, 1751543494.3595884, 1751543494.4515815, 1751543494.5419793, 1751543494.6343782, 1751543494.7219715, 1751543494.8137662, 1751543494.9048657, 1751543494.9963028, 1751543495.0881524, 1751543495.177928, 1751543495.2690609, 1751543495.3617685, 1751543495.4532874, 1751543495.544337, 1751543495.6353981, 1751543495.7383854, 1751543495.8273354, 1751543495.9183369, 1751543496.0083835, 1751543496.0997777, 1751543496.1879191, 1751543496.282801, 1751543496.3796172, 1751543496.4734747, 1751543496.5641887, 1751543496.6558206, 1751543496.7467146, 1751543496.8368914, 1751543496.928427, 1751543497.0180502, 1751543497.1080496, 1751543497.2008612, 1751543497.292376, 1751543497.3838577, 1751543497.476365, 1751543497.5671124, 1751543497.6619794]"
1655,107,1548,"[1751543498.0448, 1751543498.1718962, 1751543498.1730206, 1751543498.3866255, 1751543498.4715407, 1751543498.5593235, 1751543498.6421409, 1751543498.7309442, 1751543498.817191, 1751543498.9082613, 1751543498.9994912, 1751543499.0902507, 1751543499.1814673, 1751543499.2727408, 1751543499.3636012, 1751543499.4543858, 1751543499.5463765, 1751543499.637802, 1751543499.7287843, 1751543499.8201358, 1751543499.9107943, 1751543500.0027566, 1751543500.092062, 1751543500.1830134, 1751543500.273923, 1751543500.3670697, 1751543500.4569144, 1751543500.546283, 1751543500.6381092, 1751543500.7281175, 1751543500.818422, 1751543500.9123344, 1751543501.0029607, 1751543501.0937798, 1751543501.184338]"
1303,136,1167,"[1751543501.5544157, 1751543501.6563067, 1751543501.65724, 1751543501.8532543, 1751543501.9403987, 1751543502.030624, 1751543502.122509, 1751543502.2146091, 1751543502.3045936, 1751543502.3960655, 1751543502.486593, 1751543502.5769007, 1751543502.668926, 1751543502.76053, 1751543502.8504143, 1751543502.941926, 1751543503.0338676, 1751543503.123575, 1751543503.2148721, 1751543503.3061407, 1751543503.3960342, 1751543503.4887614, 1751543503.5780256, 1751543503.6681168, 1751543503.7586384, 1751543503.8515131, 1751543503.9427292, 1751543504.0334916, 1751543504.1241837]"
3215,231,2984,"[1751543504.4675605, 1751543504.5650053, 1751543504.5661771, 1751543504.9457524, 1751543505.0339494, 1751543505.124346, 1751543505.215159, 1751543505.3063767, 1751543505.3970716, 1751543505.4899695, 1751543505.5799508, 1751543505.6707776, 1751543505.7625966, 1751543505.852192, 1751543505.9437273, 1751543506.0346284, 1751543506.125328, 1751543506.217088, 1751543506.3071356, 1751543506.395917, 1751543506.4884458, 1751543506.5809479, 1751543506.6710954, 1751543506.7632763, 1751543506.8539143, 1751543506.9459243, 1751543507.035723, 1751543507.1272433, 1751543507.2176235, 1751543507.309136, 1751543507.3987558, 1751543507.4916523, 1751543507.5823019, 1751543507.6739883, 1751543507.7651854, 1751543507.8567488, 1751543507.9487178, 1751543508.0413253, 1751543508.1352282, 1751543508.2285116, 1751543508.3219268, 1751543508.4132175, 1751543508.5095496, 1751543508.6051207, 1751543508.6960056, 1751543508.7914696, 1751543508.8865352, 1751543508.9854507, 1751543509.0817428, 1751543509.178961, 1751543509.2805414, 1751543509.3781765, 1751543509.4737487, 1751543509.5702739, 1751543509.667433, 1751543509.7637537, 1751543509.8588886, 1751543509.9580727, 1751543510.0540385, 1751543510.1516645, 1751543510.2518597, 1751543510.3586226, 1751543510.4549398, 1751543510.57196, 1751543510.6688478, 1751543510.7695596, 1751543510.868137, 1751543510.9705682, 1751543511.0697923, 1751543511.1685205, 1751543511.2652967, 1751543511.3673832, 1751543511.4676967, 1751543511.5684211, 1751543511.6690435, 1751543511.770306, 1751543511.8730063, 1751543511.9715946, 1751543512.0732555, 1751543512.1739786, 1751543512.27496, 1751543512.3773549, 1751543512.4781325, 1751543512.5791194, 1751543512.6842425, 1751543512.7829158, 1751543512.8838031, 1751543512.9833791, 1751543513.0873706, 1751543513.1866872, 1751543513.2872303, 1751543513.3899086, 1751543513.4908185, 1751543513.5914836]"
1855,281,1574,"[1751543513.9794064, 1751543514.0928862, 1751543514.0940852, 1751543514.2788863, 1751543514.3778276, 1751543514.4695096, 1751543514.5607283, 1751543514.650974, 1751543514.741614, 1751543514.832314, 1751543514.920971, 1751543515.0112581, 1751543515.0987318, 1751543515.1885557, 1751543515.2792857, 1751543515.370334, 1751543515.460795, 1751543515.5519319, 1751543515.6419828, 1751543515.7326381, 1751543515.8216577, 1751543515.9166098, 1751543516.006498, 1751543516.097743, 1751543516.188355, 1751543516.2796283, 1751543516.371049, 1751543516.4622128, 1751543516.552373, 1751543516.6442156, 1751543516.7346227, 1751543516.8266957, 1751543516.91704, 1751543517.008562, 1751543517.1006672, 1751543517.1934497, 1751543517.2890213, 1751543517.3993752, 1751543517.4929957, 1751543517.5878253, 1751543517.6807795, 1751543517.7841415, 1751543517.8786647, 1751543517.9743185, 1751543518.0684614, 1751543518.165987, 1751543518.2617486, 1751543518.3599803, 1751543518.4583879, 1751543518.5554137, 1751543518.649344, 1751543518.745357, 1751543518.84417, 1751543518.9441805, 1751543519.0448258, 1751543519.1460652, 1751543519.2469258, 1751543519.3495965, 1751543519.4498231, 1751543519.5502977, 1751543519.651065, 1751543519.7535124, 1751543519.8546205, 1751543519.9559207, 1751543520.056982, 1751543520.158836, 1751543520.260356, 1751543520.3605342, 1751543520.4630854, 1751543520.5611007, 1751543520.661913, 1751543520.7658782, 1751543520.8681176, 1751543520.9685776, 1751543521.0692513, 1751543521.1712184]"
2559,358,2201,"[1751543521.5660605, 1751543521.689449, 1751543521.690479, 1751543521.9697592, 1751543522.0597725, 1751543522.1511762, 1751543522.2412615, 1751543522.3326695, 1751543522.4233851, 1751543522.5149872, 1751543522.6058252, 1751543522.6976893, 1751543522.790351, 1751543522.8800528, 1751543522.971745, 1751543523.0629566, 1751543523.1526504, 1751543523.2438536, 1751543523.3337479, 1751543523.4250998, 1751543523.516475, 1751543523.6084871, 1751543523.6978655, 1751543523.788601, 1751543523.8795033, 1751543523.9693823, 1751543524.0626698, 1751543524.1526587, 1751543524.243396, 1751543524.3375237, 1751543524.4281752, 1751543524.5204456, 1751543524.6125555, 1751543524.707247, 1751543524.800124, 1751543524.8927991, 1751543524.9858472, 1751543525.0811546, 1751543525.1758955, 1751543525.272621, 1751543525.367772, 1751543525.465719, 1751543525.5639768, 1751543525.6675346, 1751543525.7724066, 1751543525.8691907, 1751543525.9648921, 1751543526.0609999, 1751543526.1602576, 1751543526.2589955, 1751543526.3538213, 1751543526.4519548, 1751543526.5464833, 1751543526.643486, 1751543526.7386327, 1751543526.839502, 1751543526.9413075, 1751543527.0424044, 1751543527.1434474, 1751543527.2456913, 1751543527.3469353, 1751543527.447723, 1751543527.545731, 1751543527.6428473, 1751543527.7424877, 1751543527.8436878, 1751543527.944886, 1751543528.0462089, 1751543528.147125, 1751543528.248891, 1751543528.350548, 1751543528.4533718, 1751543528.5534856, 1751543528.6553187, 1751543528.7590902, 1751543528.8581562, 1751543528.9604936]"
1479,116,1363,"[1751543529.391599, 1751543529.5014462, 1751543529.5026526, 1751543529.6886163, 1751543529.776959, 1751543529.8640296, 1751543529.9479532, 1751543530.0387385, 1751543530.1306636, 1751543530.2225718, 1751543530.3132923, 1751543530.4058619, 1751543530.4963028, 1751543530.5862672, 1751543530.6752625, 1751543530.7640038, 1751543530.851686, 1751543530.9410934, 1751543531.0318968, 1751543531.1230505, 1751543531.2134159, 1751543531.306149, 1751543531.3960927, 1751543531.4875667, 1751543531.5778563, 1751543531.6691866, 1751543531.76126, 1751543531.8515837, 1751543531.942486]"
2767,120,2647,"[1751543532.3408773, 1751543532.4423497, 1751543532.443528, 1751543532.8852048, 1751543532.9738224, 1751543533.0637767, 1751543533.1540663, 1751543533.2462306, 1751543533.336314, 1751543533.4275036, 1751543533.5154343, 1751543533.6083665, 1751543533.7009494, 1751543533.7924812, 1751543533.8825777]"
2127,182,1945,"[1751543534.26443, 1751543534.3832862, 1751543534.3844929, 1751543534.6311538, 1751543534.7211068, 1751543534.812743, 1751543534.903568, 1751543534.994017, 1751543535.0848258, 1751543535.1770506, 1751543535.2664747, 1751543535.357455, 1751543535.4467835, 1751543535.5387337, 1751543535.6303248, 1751543535.7209682, 1751543535.8128364, 1751543535.9040945, 1751543535.9948878, 1751543536.0841963, 1751543536.17449, 1751543536.2683089, 1751543536.3581808, 1751543536.44936, 1751543536.5401425, 1751543536.6313114, 1751543536.7219377, 1751543536.8124626, 1751543536.9050677, 1751543536.9952302, 1751543537.0848112, 1751543537.176866, 1751543537.2684262, 1751543537.3604136, 1751543537.4518266, 1751543537.544066, 1751543537.6383178]"
2095,324,1771,"[1751543538.0081034, 1751543538.1244216, 1751543538.1256185, 1751543538.3385804, 1751543538.4303217, 1751543538.5209877, 1751543538.61163, 1751543538.7026162, 1751543538.7934957, 1751543538.8851273, 1751543538.975665, 1751543539.0668485, 1751543539.158825, 1751543539.2493896, 1751543539.340919, 1751543539.4321308, 1751543539.522071, 1751543539.614037, 1751543539.7207732, 1751543539.8111072, 1751543539.9029343, 1751543539.997818, 1751543540.0878177, 1751543540.178985, 1751543540.2773383, 1751543540.374947, 1751543540.467381, 1751543540.5611932, 1751543540.6529546, 1751543540.7441328, 1751543540.8346145, 1751543540.9283977, 1751543541.0182834, 1751543541.1075711, 1751543541.2006605, 1751543541.2919114, 1751543541.384649, 1751543541.4791958, 1751543541.573794, 1751543541.666657, 1751543541.7582452, 1751543541.8561075, 1751543541.9507287, 1751543542.0469677, 1751543542.148036, 1751543542.2447288, 1751543542.3416882, 1751543542.4411907, 1751543542.5353758, 1751543542.6338747, 1751543542.7359488, 1751543542.8330255, 1751543542.926624, 1751543543.0233433, 1751543543.1207054, 1751543543.221087, 1751543543.3216236, 1751543543.4235134, 1751543543.5217276, 1751543543.6228013, 1751543543.7192762, 1751543543.8192017, 1751543543.9194205, 1751543544.020617, 1751543544.1222537, 1751543544.2237601, 1751543544.3246279, 1751543544.426102, 1751543544.5284083, 1751543544.6296625, 1751543544.7319067, 1751543544.832697, 1751543544.9337466, 1751543545.0378509, 1751543545.1389706, 1751543545.2377079, 1751543545.3386598, 1751543545.4401205, 1751543545.5405586]"
1831,168,1663,"[1751543545.9244344, 1751543546.0487316, 1751543546.0496652, 1751543546.279327, 1751543546.3676922, 1751543546.4602156, 1751543546.5507257, 1751543546.6419108, 1751543546.733079, 1751543546.8251739, 1751543546.9164126, 1751543547.0069213, 1751543547.0985572, 1751543547.189453, 1751543547.2799675, 1751543547.3704028, 1751543547.4623325, 1751543547.5522187, 1751543547.641801, 1751543547.732893, 1751543547.8231034, 1751543547.9154365, 1751543548.004942, 1751543548.0954168, 1751543548.1872878, 1751543548.2788644, 1751543548.3711884, 1751543548.4612749, 1751543548.5529797, 1751543548.6440902, 1751543548.735035, 1751543548.8261034, 1751543548.9148102, 1751543549.0053794, 1751543549.0986738]"
2151,250,1901,"[1751543549.4883854, 1751543549.615582, 1751543549.616781, 1751543549.846019, 1751543549.9351487, 1751543550.027549, 1751543550.1190896, 1751543550.2154453, 1751543550.2997386, 1751543550.3897748, 1751543550.4809067, 1751543550.5718215, 1751543550.6629555, 1751543550.7564738, 1751543550.8486106, 1751543550.939477, 1751543551.0312204, 1751543551.1187522, 1751543551.2122688, 1751543551.3057437, 1751543551.396445, 1751543551.4879217, 1751543551.5808961, 1751543551.6698632, 1751543551.760204, 1751543551.8518014, 1751543551.9430213, 1751543552.0335374, 1751543552.1244574, 1751543552.2143857, 1751543552.3043416, 1751543552.3959632, 1751543552.4878213, 1751543552.578532, 1751543552.6712537, 1751543552.7687418, 1751543552.8614988, 1751543552.960091, 1751543553.054055, 1751543553.148602, 1751543553.2383194, 1751543553.3323345, 1751543553.4240592, 1751543553.5180655, 1751543553.6155708, 1751543553.7130828, 1751543553.809623, 1751543553.9093883, 1751543554.004288, 1751543554.1029415, 1751543554.2036798, 1751543554.3036196, 1751543554.4067323, 1751543554.507419, 1751543554.6086378, 1751543554.7102432, 1751543554.811824, 1751543554.9126046, 1751543555.0133214, 1751543555.1148038, 1751543555.2166107, 1751543555.3180373, 1751543555.418487, 1751543555.518511]"
1415,260,1155,"[1751543555.9004152, 1751543555.9951127, 1751543555.996046, 1751543556.1507504, 1751543556.2359781, 1751543556.3268013, 1751543556.4182653, 1751543556.5081768, 1751543556.6019695, 1751543556.6934633, 1751543556.7817943, 1751543556.8739605, 1751543556.9663923, 1751543557.0570204, 1751543557.1486568, 1751543557.2404437, 1751543557.3317544, 1751543557.4234812, 1751543557.5135772, 1751543557.6046228, 1751543557.6948304, 1751543557.7860718, 1751543557.8766665, 1751543557.968346, 1751543558.0581028, 1751543558.150159, 1751543558.2401936, 1751543558.3302937, 1751543558.421622, 1751543558.5119214, 1751543558.6033638, 1751543558.6933804, 1751543558.784231, 1751543558.8773005, 1751543558.9687634, 1751543559.0617871, 1751543559.157796, 1751543559.2516088, 1751543559.346689, 1751543559.444439, 1751543559.5415642, 1751543559.6390338, 1751543559.7330616, 1751543559.8317704, 1751543559.9256911, 1751543560.0214996, 1751543560.1189244, 1751543560.22109, 1751543560.3150795, 1751543560.4132588, 1751543560.5126617, 1751543560.6089664, 1751543560.7061694, 1751543560.8034532, 1751543560.9000459, 1751543560.9995265, 1751543561.1003885]"
