total_saved,gc_saved,trie_atten_saved,time_took
2343,464,1879,"[1751553772.7250876, 1751553772.8378487, 1751553772.8387713, 1751553773.1200058, 1751553773.2097545, 1751553773.300611, 1751553773.3902109, 1751553773.4819727, 1751553773.5728486, 1751553773.6644824, 1751553773.7540615, 1751553773.845428, 1751553773.9380212, 1751553774.0273874, 1751553774.116225, 1751553774.2063875, 1751553774.2951243, 1751553774.3815196, 1751553774.4715178, 1751553774.5640142, 1751553774.6535165, 1751553774.7449028, 1751553774.8356361, 1751553774.9254117, 1751553775.0144076, 1751553775.1093094, 1751553775.1999695, 1751553775.291434, 1751553775.3817992, 1751553775.473, 1751553775.5637648, 1751553775.6542456, 1751553775.7452903, 1751553775.8355935, 1751553775.926354, 1751553776.0189836, 1751553776.10952, 1751553776.1983092, 1751553776.290257, 1751553776.3826041, 1751553776.4743845, 1751553776.5656173, 1751553776.660349, 1751553776.7551942, 1751553776.8488245, 1751553776.9451518, 1751553777.037167, 1751553777.1344326, 1751553777.2274392, 1751553777.320635, 1751553777.415755, 1751553777.511037, 1751553777.6072395, 1751553777.7029097, 1751553777.7973666, 1751553777.8928463, 1751553777.9903908, 1751553778.0866063]"
1711,576,1135,"[1751553778.4801114, 1751553778.594056, 1751553778.5947206, 1751553778.7770603, 1751553778.8635545, 1751553778.9542816, 1751553779.0464892, 1751553779.1371245, 1751553779.2265873, 1751553779.3180537, 1751553779.4087799, 1751553779.5000262, 1751553779.5917482, 1751553779.6818721, 1751553779.7725432, 1751553779.8631532, 1751553779.9532995, 1751553780.0448382, 1751553780.1334813, 1751553780.225858, 1751553780.3147752, 1751553780.4085286, 1751553780.4997215, 1751553780.5911694, 1751553780.68109, 1751553780.7734416, 1751553780.8631823, 1751553780.9543939, 1751553781.0426688, 1751553781.1323898, 1751553781.225313, 1751553781.317677, 1751553781.407337, 1751553781.499131, 1751553781.5897985, 1751553781.6823545, 1751553781.7715068, 1751553781.862146, 1751553781.9535239, 1751553782.0450583, 1751553782.137663, 1751553782.2296064, 1751553782.324525, 1751553782.4198406, 1751553782.5122855, 1751553782.6090622, 1751553782.7046363, 1751553782.8001595, 1751553782.8963535, 1751553782.990572, 1751553783.089345, 1751553783.1832402, 1751553783.2747009, 1751553783.3641858, 1751553783.4574845, 1751553783.5560584, 1751553783.6533034, 1751553783.749058, 1751553783.8492908, 1751553783.946927, 1751553784.0427933, 1751553784.141435, 1751553784.2397954, 1751553784.3333259, 1751553784.4271889, 1751553784.5263972, 1751553784.626536, 1751553784.7273767, 1751553784.82962, 1751553784.930778, 1751553785.0306199, 1751553785.131327]"
1495,248,1247,"[1751553785.5431757, 1751553785.6688323, 1751553785.6701593, 1751553785.8474576, 1751553785.9406834, 1751553786.0315394, 1751553786.1167023, 1751553786.2062006, 1751553786.2920687, 1751553786.3836007, 1751553786.4720438, 1751553786.56084, 1751553786.6503792, 1751553786.7378395, 1751553786.8282762, 1751553786.919173, 1751553787.0102098, 1751553787.1003447, 1751553787.1906943, 1751553787.2794576, 1751553787.3704178, 1751553787.462987, 1751553787.5547097, 1751553787.6460235, 1751553787.7363126, 1751553787.82885, 1751553787.917055, 1751553788.0067723, 1751553788.0990207, 1751553788.190292, 1751553788.2818387]"
1231,120,1111,"[1751553788.6693223, 1751553788.7769468, 1751553788.7781363, 1751553788.9684331, 1751553789.0574992, 1751553789.147798, 1751553789.2391207, 1751553789.3307118, 1751553789.4180052, 1751553789.5066314, 1751553789.5903502, 1751553789.684058, 1751553789.7756667, 1751553789.8666372, 1751553789.9569843]"
1727,392,1335,"[1751553790.3255332, 1751553790.4299252, 1751553790.4310415, 1751553790.6612844, 1751553790.75302, 1751553790.860557, 1751553790.9476287, 1751553791.0373635, 1751553791.127861, 1751553791.2188644, 1751553791.3096154, 1751553791.4009438, 1751553791.4925792, 1751553791.583625, 1751553791.6741493, 1751553791.765286, 1751553791.8569546, 1751553791.9475584, 1751553792.0384274, 1751553792.1301515, 1751553792.2207634, 1751553792.311999, 1751553792.4018521, 1751553792.4923623, 1751553792.5829258, 1751553792.6764753, 1751553792.7660983, 1751553792.8576415, 1751553792.946781, 1751553793.0391529, 1751553793.1285558, 1751553793.2198179, 1751553793.310732, 1751553793.4012566, 1751553793.4917798, 1751553793.5836277, 1751553793.6740701, 1751553793.766193, 1751553793.862082, 1751553793.9574366, 1751553794.0523689, 1751553794.1472528, 1751553794.2401726, 1751553794.3367682, 1751553794.4312048, 1751553794.530065, 1751553794.6282637, 1751553794.7302883, 1751553794.8279388]"
1575,448,1127,"[1751553795.2114658, 1751553795.318844, 1751553795.3200128, 1751553795.511589, 1751553795.6005893, 1751553795.692307, 1751553795.7840972, 1751553795.8730583, 1751553795.9604402, 1751553796.0473125, 1751553796.1318698, 1751553796.2165213, 1751553796.3082066, 1751553796.399561, 1751553796.4882905, 1751553796.5803933, 1751553796.6729789, 1751553796.764138, 1751553796.8544703, 1751553796.945993, 1751553797.0354893, 1751553797.1279056, 1751553797.2374656, 1751553797.3305123, 1751553797.4198866, 1751553797.510919, 1751553797.5986035, 1751553797.6923525, 1751553797.7829638, 1751553797.8738532, 1751553797.9656897, 1751553798.057685, 1751553798.144567, 1751553798.2379408, 1751553798.3301015, 1751553798.4220202, 1751553798.510972, 1751553798.602505, 1751553798.6950483, 1751553798.790594, 1751553798.8852425, 1751553798.9828496, 1751553799.0790863, 1751553799.175358, 1751553799.2687204, 1751553799.363103, 1751553799.4570587, 1751553799.552474, 1751553799.645373, 1751553799.7372882, 1751553799.8336148, 1751553799.930822, 1751553800.0255618, 1751553800.1245365, 1751553800.2240229, 1751553800.3316636]"
3247,704,2543,"[1751553800.7287674, 1751553800.828919, 1751553800.83009, 1751553801.2003644, 1751553801.2867458, 1751553801.391532, 1751553801.478925, 1751553801.5658588, 1751553801.650375, 1751553801.740683, 1751553801.8306317, 1751553801.9214752, 1751553802.012667, 1751553802.103395, 1751553802.1895554, 1751553802.278997, 1751553802.3674877, 1751553802.4573843, 1751553802.547757, 1751553802.638477, 1751553802.7299743, 1751553802.820641, 1751553802.9115388, 1751553803.003202, 1751553803.0927339, 1751553803.1851947, 1751553803.2747512, 1751553803.3660803, 1751553803.4565518, 1751553803.547882, 1751553803.6526284, 1751553803.7434175, 1751553803.8339705, 1751553803.924876, 1751553804.0161717, 1751553804.1110785, 1751553804.2027872, 1751553804.2949166, 1751553804.385512, 1751553804.4774287, 1751553804.5687573, 1751553804.660458, 1751553804.7544544, 1751553804.8497186, 1751553804.943781, 1751553805.041375, 1751553805.1362443, 1751553805.233328, 1751553805.330316, 1751553805.4262598, 1751553805.525489, 1751553805.6203494, 1751553805.716307, 1751553805.8137228, 1751553805.9089203, 1751553806.009673, 1751553806.1069155, 1751553806.2014449, 1751553806.2976332, 1751553806.3943024, 1751553806.4932916, 1751553806.59436, 1751553806.6946833, 1751553806.7960236, 1751553806.8974774, 1751553806.9981055, 1751553807.0986123, 1751553807.1994555, 1751553807.2989013, 1751553807.3989627, 1751553807.4975715, 1751553807.5951803, 1751553807.695244, 1751553807.7965477, 1751553807.8986292, 1751553807.9987388, 1751553808.100083, 1751553808.2021189, 1751553808.3014028, 1751553808.4040043, 1751553808.5022461, 1751553808.6036046, 1751553808.7054029, 1751553808.8037515, 1751553808.9085133, 1751553809.009076, 1751553809.1102748, 1751553809.2203784]"
2063,456,1607,"[1751553809.6102626, 1751553809.7304587, 1751553809.7316587, 1751553809.988743, 1751553810.0767682, 1751553810.1667192, 1751553810.2568686, 1751553810.3484685, 1751553810.4393122, 1751553810.5306935, 1751553810.621085, 1751553810.7123168, 1751553810.8039057, 1751553810.8945525, 1751553810.9856646, 1751553811.0770943, 1751553811.1682017, 1751553811.2590466, 1751553811.349803, 1751553811.440165, 1751553811.5294695, 1751553811.621952, 1751553811.7305293, 1751553811.8227148, 1751553811.9149635, 1751553812.0061069, 1751553812.0968428, 1751553812.1875002, 1751553812.2782633, 1751553812.3682718, 1751553812.4582095, 1751553812.5510554, 1751553812.6413555, 1751553812.7325606, 1751553812.8235538, 1751553812.9161377, 1751553813.0079322, 1751553813.103391, 1751553813.2005453, 1751553813.2962072, 1751553813.38987, 1751553813.483934, 1751553813.5794885, 1751553813.674967, 1751553813.7712457, 1751553813.8690786, 1751553813.963584, 1751553814.0634418, 1751553814.1568787, 1751553814.2520392, 1751553814.348875, 1751553814.4455373, 1751553814.5363235, 1751553814.6320138, 1751553814.7306948, 1751553814.8308718, 1751553814.9255877]"
2047,632,1415,"[1751553815.2959638, 1751553815.410143, 1751553815.411321, 1751553815.6413739, 1751553815.745401, 1751553815.8338964, 1751553815.923482, 1751553816.01479, 1751553816.099927, 1751553816.1848748, 1751553816.2763858, 1751553816.368531, 1751553816.4605434, 1751553816.5495393, 1751553816.6410644, 1751553816.7330093, 1751553816.8239632, 1751553816.9141283, 1751553817.005596, 1751553817.094083, 1751553817.186113, 1751553817.276098, 1751553817.3656855, 1751553817.4567332, 1751553817.5489593, 1751553817.6404698, 1751553817.7312238, 1751553817.8228512, 1751553817.9131727, 1751553818.0034852, 1751553818.093936, 1751553818.1821804, 1751553818.2706215, 1751553818.3647158, 1751553818.4576855, 1751553818.5498903, 1751553818.6405501, 1751553818.7328126, 1751553818.8287232, 1751553818.9229844, 1751553819.015619, 1751553819.111812, 1751553819.2067595, 1751553819.30079, 1751553819.3962533, 1751553819.493884, 1751553819.5899842, 1751553819.6865602, 1751553819.781607, 1751553819.8796728, 1751553819.9779193, 1751553820.0730238, 1751553820.1686938, 1751553820.2638297, 1751553820.3641822, 1751553820.4642992, 1751553820.5638487, 1751553820.6621048, 1751553820.7571561, 1751553820.8554442, 1751553820.9518468, 1751553821.051084, 1751553821.1523519, 1751553821.252532, 1751553821.3566637, 1751553821.456485, 1751553821.5583992, 1751553821.6580262, 1751553821.759532, 1751553821.8626125, 1751553821.9809322, 1751553822.0830843, 1751553822.1843472, 1751553822.2861123, 1751553822.3883443, 1751553822.485792, 1751553822.5866413, 1751553822.6890433, 1751553822.7885075]"
1207,168,1039,"[1751553823.1701512, 1751553823.279179, 1751553823.280667, 1751553823.4801352, 1751553823.5654576, 1751553823.654462, 1751553823.7440426, 1751553823.838129, 1751553823.9302714, 1751553824.0208688, 1751553824.1115432, 1751553824.2037284, 1751553824.29549, 1751553824.3866107, 1751553824.477516, 1751553824.5674496, 1751553824.6595507, 1751553824.7499487, 1751553824.8406274, 1751553824.9318993, 1751553825.0222955]"
1119,288,831,"[1751553825.4221537, 1751553825.5138543, 1751553825.5148365, 1751553825.6889145, 1751553825.7766223, 1751553825.8687477, 1751553825.9596338, 1751553826.051034, 1751553826.1420047, 1751553826.232391, 1751553826.3249006, 1751553826.4128938, 1751553826.504981, 1751553826.5971103, 1751553826.6820216, 1751553826.7688882, 1751553826.8600903, 1751553826.94928, 1751553827.0407703, 1751553827.128412, 1751553827.222166, 1751553827.3150785, 1751553827.405669, 1751553827.4967544, 1751553827.5885112, 1751553827.6787279, 1751553827.7678943, 1751553827.8591166, 1751553827.9495416, 1751553828.0412958, 1751553828.1320574, 1751553828.2221074, 1751553828.3132818, 1751553828.4053853, 1751553828.4959002, 1751553828.5904171]"
1607,104,1503,"[1751553828.99773, 1751553829.115627, 1751553829.1168182, 1751553829.343172, 1751553829.4335363, 1751553829.523534, 1751553829.6132855, 1751553829.7045028, 1751553829.7956064, 1751553829.886421, 1751553829.976887, 1751553830.0669384, 1751553830.154654]"
1775,464,1311,"[1751553830.5394442, 1751553830.6454134, 1751553830.6463282, 1751553830.8661757, 1751553830.9554026, 1751553831.0420873, 1751553831.1267555, 1751553831.2174623, 1751553831.3085408, 1751553831.4004064, 1751553831.490863, 1751553831.5817056, 1751553831.6732888, 1751553831.7640157, 1751553831.85511, 1751553831.9465652, 1751553832.0380151, 1751553832.128517, 1751553832.219267, 1751553832.3283246, 1751553832.420403, 1751553832.5123382, 1751553832.6025352, 1751553832.6943595, 1751553832.7849607, 1751553832.8757858, 1751553832.9665933, 1751553833.0562282, 1751553833.1465847, 1751553833.239956, 1751553833.3316338, 1751553833.42213, 1751553833.5123944, 1751553833.603119, 1751553833.6940703, 1751553833.7861476, 1751553833.8737385, 1751553833.9666686, 1751553834.0585876, 1751553834.1498854, 1751553834.2440295, 1751553834.3391333, 1751553834.4323306, 1751553834.5303602, 1751553834.624189, 1751553834.7164824, 1751553834.8128011, 1751553834.907351, 1751553835.0024571, 1751553835.0985124, 1751553835.1981149, 1751553835.294757, 1751553835.390661, 1751553835.4852045, 1751553835.5820324, 1751553835.683264, 1751553835.7820663, 1751553835.8839235]"
1311,128,1183,"[1751553836.2680166, 1751553836.3818197, 1751553836.3828475, 1751553836.5608442, 1751553836.6509995, 1751553836.7418652, 1751553836.833209, 1751553836.9230468, 1751553837.0138621, 1751553837.1059587, 1751553837.1961396, 1751553837.2871816, 1751553837.3792036, 1751553837.4693522, 1751553837.5602398, 1751553837.6510727]"
1335,328,1007,"[1751553838.0355756, 1751553838.130762, 1751553838.1319509, 1751553838.2753525, 1751553838.3614125, 1751553838.4488509, 1751553838.5374436, 1751553838.6301072, 1751553838.7210662, 1751553838.8100264, 1751553838.8972359, 1751553838.9834607, 1751553839.0737956, 1751553839.1647966, 1751553839.255567, 1751553839.3484168, 1751553839.438714, 1751553839.529919, 1751553839.6204472, 1751553839.7110147, 1751553839.8020065, 1751553839.8935823, 1751553839.9839442, 1751553840.0747278, 1751553840.165079, 1751553840.2558467, 1751553840.3468127, 1751553840.4382732, 1751553840.5294085, 1751553840.620039, 1751553840.7098985, 1751553840.8000088, 1751553840.8921614, 1751553840.9828992, 1751553841.07358, 1751553841.165253, 1751553841.2557855, 1751553841.347265, 1751553841.4379063, 1751553841.5297735, 1751553841.6219702]"
1655,280,1375,"[1751553842.0217884, 1751553842.1334484, 1751553842.134535, 1751553842.3478265, 1751553842.4360855, 1751553842.5207415, 1751553842.6059344, 1751553842.6964922, 1751553842.7870905, 1751553842.8908472, 1751553842.9794114, 1751553843.070791, 1751553843.1610336, 1751553843.2508528, 1751553843.3427498, 1751553843.4343183, 1751553843.5262983, 1751553843.6168523, 1751553843.7078538, 1751553843.7988396, 1751553843.8893611, 1751553843.980585, 1751553844.0709834, 1751553844.1623986, 1751553844.2528083, 1751553844.344994, 1751553844.4336169, 1751553844.5240688, 1751553844.6146495, 1751553844.7057793, 1751553844.798097, 1751553844.8908489, 1751553844.979682, 1751553845.0694275, 1751553845.160126]"
1303,232,1071,"[1751553845.5376265, 1751553845.648346, 1751553845.6497207, 1751553845.839907, 1751553845.9271476, 1751553846.016677, 1751553846.1102533, 1751553846.2009742, 1751553846.291271, 1751553846.3823342, 1751553846.4724255, 1751553846.5622466, 1751553846.6540942, 1751553846.7441978, 1751553846.8331575, 1751553846.9263234, 1751553847.0184262, 1751553847.1090858, 1751553847.1989024, 1751553847.2896595, 1751553847.380219, 1751553847.4712708, 1751553847.5604446, 1751553847.6538143, 1751553847.7446368, 1751553847.8366704, 1751553847.926284, 1751553848.017065, 1751553848.108787]"
3215,752,2463,"[1751553848.5009787, 1751553848.599433, 1751553848.600627, 1751553848.9780967, 1751553849.0661979, 1751553849.1571572, 1751553849.2475233, 1751553849.3394482, 1751553849.4300125, 1751553849.5203726, 1751553849.6119242, 1751553849.7037115, 1751553849.7949216, 1751553849.885181, 1751553849.9752395, 1751553850.0658636, 1751553850.1595044, 1751553850.2508786, 1751553850.3413904, 1751553850.432337, 1751553850.5226922, 1751553850.6141036, 1751553850.7041793, 1751553850.795792, 1751553850.8852808, 1751553850.9786563, 1751553851.0691223, 1751553851.1583996, 1751553851.2508152, 1751553851.3408756, 1751553851.43333, 1751553851.5245097, 1751553851.6149626, 1751553851.7061415, 1751553851.7975645, 1751553851.8895133, 1751553851.9790788, 1751553852.0687401, 1751553852.1602762, 1751553852.2523732, 1751553852.3466165, 1751553852.4414785, 1751553852.536178, 1751553852.632512, 1751553852.7259912, 1751553852.8178473, 1751553852.9145522, 1751553853.0104597, 1751553853.1210232, 1751553853.2137418, 1751553853.3115885, 1751553853.4078019, 1751553853.5028782, 1751553853.5990107, 1751553853.6965606, 1751553853.7966626, 1751553853.8958917, 1751553853.997253, 1751553854.096344, 1751553854.1922095, 1751553854.2899725, 1751553854.3883297, 1751553854.4842808, 1751553854.584015, 1751553854.683066, 1751553854.776904, 1751553854.8764873, 1751553854.9776304, 1751553855.0789862, 1751553855.1813302, 1751553855.2817836, 1751553855.383749, 1751553855.4843047, 1751553855.5858889, 1751553855.688632, 1751553855.788982, 1751553855.8900876, 1751553855.9902601, 1751553856.092098, 1751553856.1943266, 1751553856.2938862, 1751553856.393101, 1751553856.498513, 1751553856.596341, 1751553856.6986406, 1751553856.799556, 1751553856.900183, 1751553857.0008683, 1751553857.1020722, 1751553857.2031682, 1751553857.3040743, 1751553857.405259, 1751553857.5061035, 1751553857.6092978]"
1855,608,1247,"[1751553858.0053506, 1751553858.1139147, 1751553858.115107, 1751553858.302852, 1751553858.3994505, 1751553858.4877052, 1751553858.5765085, 1751553858.6681259, 1751553858.7572615, 1751553858.8499873, 1751553858.9379072, 1751553859.029348, 1751553859.122084, 1751553859.2130127, 1751553859.3042254, 1751553859.3958378, 1751553859.4865298, 1751553859.5742962, 1751553859.6668682, 1751553859.7591445, 1751553859.850518, 1751553859.9412045, 1751553860.0319755, 1751553860.1234684, 1751553860.2134368, 1751553860.3147042, 1751553860.405594, 1751553860.4974425, 1751553860.5874317, 1751553860.6784413, 1751553860.7696226, 1751553860.8602393, 1751553860.9501336, 1751553861.041258, 1751553861.1325507, 1751553861.2240245, 1751553861.3142, 1751553861.40368, 1751553861.4946654, 1751553861.586594, 1751553861.679707, 1751553861.7720087, 1751553861.8669903, 1751553861.9600675, 1751553862.0512452, 1751553862.143249, 1751553862.2364984, 1751553862.331813, 1751553862.4314408, 1751553862.5265174, 1751553862.6251266, 1751553862.722073, 1751553862.8173969, 1751553862.9117124, 1751553863.0090816, 1751553863.1096125, 1751553863.211342, 1751553863.3120549, 1751553863.425253, 1751553863.5257416, 1751553863.6245704, 1751553863.7262037, 1751553863.8245447, 1751553863.9221718, 1751553864.0210502, 1751553864.1210918, 1751553864.2228057, 1751553864.3218892, 1751553864.418006, 1751553864.5158677, 1751553864.6167436, 1751553864.7182262, 1751553864.8189957, 1751553864.919971, 1751553865.020692, 1751553865.1222613]"
2559,616,1943,"[1751553865.5351734, 1751553865.6554809, 1751553865.656693, 1751553865.9494967, 1751553866.040312, 1751553866.1319683, 1751553866.222919, 1751553866.3137434, 1751553866.404467, 1751553866.4966338, 1751553866.585199, 1751553866.6766558, 1751553866.7690773, 1751553866.860064, 1751553866.950638, 1751553867.0415368, 1751553867.1338089, 1751553867.2248404, 1751553867.315402, 1751553867.405861, 1751553867.4956126, 1751553867.588921, 1751553867.6794689, 1751553867.770328, 1751553867.8615496, 1751553867.955195, 1751553868.04507, 1751553868.1366973, 1751553868.2282271, 1751553868.319026, 1751553868.4109037, 1751553868.5013719, 1751553868.591879, 1751553868.6830792, 1751553868.7738051, 1751553868.8661535, 1751553868.9577303, 1751553869.0510051, 1751553869.1449914, 1751553869.238679, 1751553869.3324196, 1751553869.4285824, 1751553869.5234225, 1751553869.6195688, 1751553869.7134545, 1751553869.8068745, 1751553869.8995965, 1751553869.9934258, 1751553870.0852926, 1751553870.1805518, 1751553870.278079, 1751553870.3779097, 1751553870.478343, 1751553870.5779393, 1751553870.6730332, 1751553870.7738554, 1751553870.87309, 1751553870.9738963, 1751553871.0728598, 1751553871.1711197, 1751553871.263536, 1751553871.361404, 1751553871.4583826, 1751553871.559347, 1751553871.6614282, 1751553871.761474, 1751553871.862096, 1751553871.9631221, 1751553872.0637033, 1751553872.1666791, 1751553872.2654815, 1751553872.367689, 1751553872.4692554, 1751553872.5704834, 1751553872.6727962, 1751553872.7735286, 1751553872.8745193]"
1479,232,1247,"[1751553873.2738333, 1751553873.4476132, 1751553873.4490952, 1751553873.568353, 1751553873.6652215, 1751553873.7530463, 1751553873.8421726, 1751553873.9337842, 1751553874.0233524, 1751553874.1157992, 1751553874.206386, 1751553874.2976809, 1751553874.389409, 1751553874.4795702, 1751553874.5703375, 1751553874.6614864, 1751553874.7524624, 1751553874.8437274, 1751553874.9337144, 1751553875.0255601, 1751553875.1187584, 1751553875.2073677, 1751553875.2979834, 1751553875.38779, 1751553875.513355, 1751553875.6021748, 1751553875.701236, 1751553875.796365, 1751553875.885962]"
2767,120,2647,"[1751553876.2470472, 1751553876.3525052, 1751553876.3536808, 1751553876.7890425, 1751553876.8797266, 1751553876.9713945, 1751553877.0617843, 1751553877.153597, 1751553877.244579, 1751553877.3364742, 1751553877.4263725, 1751553877.5791895, 1751553877.668945, 1751553877.7593207, 1751553877.8509889]"
2127,296,1831,"[1751553878.2197084, 1751553878.3275156, 1751553878.3284414, 1751553878.581981, 1751553878.6689754, 1751553878.7597215, 1751553878.8498342, 1751553878.9412363, 1751553879.030986, 1751553879.1227117, 1751553879.2128284, 1751553879.304793, 1751553879.3945773, 1751553879.4866238, 1751553879.6426306, 1751553879.7302494, 1751553879.8216288, 1751553879.912283, 1751553880.003063, 1751553880.0940728, 1751553880.1840975, 1751553880.2758968, 1751553880.3668563, 1751553880.456927, 1751553880.5472512, 1751553880.6390758, 1751553880.7296543, 1751553880.8209136, 1751553880.9108996, 1751553881.0018225, 1751553881.0944374, 1751553881.1846352, 1751553881.2749076, 1751553881.3663445, 1751553881.4568512, 1751553881.5494702, 1751553881.6389644]"
2095,632,1463,"[1751553882.027225, 1751553882.1465259, 1751553882.1477141, 1751553882.3450115, 1751553882.4342213, 1751553882.525293, 1751553882.615563, 1751553882.706077, 1751553882.7975163, 1751553882.8868918, 1751553882.9779234, 1751553883.070189, 1751553883.1617026, 1751553883.2524557, 1751553883.343388, 1751553883.4350479, 1751553883.5251596, 1751553883.6139584, 1751553883.7057, 1751553883.7979417, 1751553883.8890958, 1751553883.9810662, 1751553884.0718665, 1751553884.1639543, 1751553884.2546644, 1751553884.3466353, 1751553884.4392624, 1751553884.530022, 1751553884.6197958, 1751553884.7090337, 1751553884.7998803, 1751553884.8903458, 1751553884.9804883, 1751553885.0719178, 1751553885.1617048, 1751553885.2551432, 1751553885.3473454, 1751553885.4411166, 1751553885.536379, 1751553885.628882, 1751553885.7225182, 1751553885.8169801, 1751553885.9093056, 1751553886.0023546, 1751553886.0982068, 1751553886.1940055, 1751553886.2899418, 1751553886.3853614, 1751553886.4789166, 1751553886.5727878, 1751553886.6672974, 1751553886.765223, 1751553886.8650703, 1751553886.9672735, 1751553887.0674527, 1751553887.1684237, 1751553887.2687838, 1751553887.3664753, 1751553887.4621246, 1751553887.5633502, 1751553887.6634424, 1751553887.7626908, 1751553887.8570595, 1751553887.955967, 1751553888.0587506, 1751553888.1571453, 1751553888.253095, 1751553888.3521686, 1751553888.451024, 1751553888.5519776, 1751553888.652437, 1751553888.7531505, 1751553888.8536701, 1751553888.9545062, 1751553889.056499, 1751553889.1566367, 1751553889.2566748, 1751553889.3587818, 1751553889.4609504]"
1831,280,1551,"[1751553889.869355, 1751553889.98653, 1751553889.9877334, 1751553890.2280395, 1751553890.3285198, 1751553890.4184017, 1751553890.5092769, 1751553890.5978956, 1751553890.6855354, 1751553890.77097, 1751553890.861819, 1751553890.9520023, 1751553891.0433214, 1751553891.1343007, 1751553891.2259817, 1751553891.3151455, 1751553891.4071755, 1751553891.494743, 1751553891.5790317, 1751553891.6704583, 1751553891.7627482, 1751553891.8543532, 1751553891.945295, 1751553892.0360355, 1751553892.126677, 1751553892.2187707, 1751553892.3091333, 1751553892.3996139, 1751553892.4908688, 1751553892.5811305, 1751553892.6735864, 1751553892.7635777, 1751553892.8538997, 1751553892.9431677, 1751553893.035363]"
2151,512,1639,"[1751553893.412133, 1751553893.530387, 1751553893.531304, 1751553893.783653, 1751553893.8710349, 1751553893.9633923, 1751553894.0536606, 1751553894.1450877, 1751553894.2356374, 1751553894.326963, 1751553894.4172626, 1751553894.5088341, 1751553894.5998669, 1751553894.690632, 1751553894.8008184, 1751553894.8911407, 1751553894.9840164, 1751553895.0760565, 1751553895.1657913, 1751553895.2574644, 1751553895.346275, 1751553895.4367218, 1751553895.528567, 1751553895.6219115, 1751553895.7106402, 1751553895.8028848, 1751553895.8920105, 1751553895.9831724, 1751553896.0738711, 1751553896.162909, 1751553896.2561076, 1751553896.346911, 1751553896.436983, 1751553896.5281572, 1751553896.619288, 1751553896.7112772, 1751553896.7999616, 1751553896.8942642, 1751553896.9854794, 1751553897.0807807, 1751553897.1750734, 1751553897.2670085, 1751553897.3609746, 1751553897.4568667, 1751553897.5478776, 1751553897.6461635, 1751553897.7394693, 1751553897.8341036, 1751553897.9285583, 1751553898.0295422, 1751553898.1256628, 1751553898.222256, 1751553898.316531, 1751553898.4132764, 1751553898.5128245, 1751553898.611328, 1751553898.7055445, 1751553898.8026319, 1751553898.8988094, 1751553898.9993057, 1751553899.111177, 1751553899.2105408, 1751553899.3099246, 1751553899.411808]"
1415,456,959,"[1751553899.821661, 1751553899.9160864, 1751553899.917217, 1751553900.0703344, 1751553900.159709, 1751553900.250349, 1751553900.3409495, 1751553900.431751, 1751553900.522107, 1751553900.6141775, 1751553900.7018485, 1751553900.7938719, 1751553900.8855362, 1751553900.976642, 1751553901.0682454, 1751553901.1590004, 1751553901.2497687, 1751553901.3390262, 1751553901.4309096, 1751553901.522596, 1751553901.613347, 1751553901.7044055, 1751553901.7949805, 1751553901.8869424, 1751553901.9775276, 1751553902.0694306, 1751553902.1584947, 1751553902.2494226, 1751553902.3398912, 1751553902.4315543, 1751553902.522367, 1751553902.6156344, 1751553902.707792, 1751553902.8010037, 1751553902.8909402, 1751553902.9845605, 1751553903.0758524, 1751553903.16703, 1751553903.2580214, 1751553903.3490472, 1751553903.4402816, 1751553903.5279417, 1751553903.6177766, 1751553903.7128284, 1751553903.8074846, 1751553903.9035382, 1751553903.9990318, 1751553904.0934892, 1751553904.1887236, 1751553904.2801929, 1751553904.3781815, 1751553904.4757476, 1751553904.5722165, 1751553904.6699755, 1751553904.7667735, 1751553904.863434, 1751553904.9630983]"
3087,248,2839,"[1751553905.3828905, 1751553905.4754643, 1751553905.4765937, 1751553905.9442704, 1751553906.033255, 1751553906.1242158, 1751553906.212136, 1751553906.2973852, 1751553906.382446, 1751553906.469583, 1751553906.5588186, 1751553906.6493375, 1751553906.7412202, 1751553906.8270755, 1751553906.913364, 1751553907.004415, 1751553907.0954285, 1751553907.1863787, 1751553907.2762733, 1751553907.3681672, 1751553907.458715, 1751553907.5504258, 1751553907.6402962, 1751553907.7321613, 1751553907.8216858, 1751553907.913901, 1751553908.00377, 1751553908.0940387, 1751553908.1849396, 1751553908.2766044, 1751553908.3656266]"
1799,184,1615,"[1751553908.7337832, 1751553908.8616278, 1751553908.8628314, 1751553909.1149607, 1751553909.2042465, 1751553909.2944694, 1751553909.384231, 1751553909.4754112, 1751553909.564169, 1751553909.6562057, 1751553909.7437215, 1751553909.827633, 1751553909.9188943, 1751553910.0104926, 1751553910.101436, 1751553910.1916854, 1751553910.2841527, 1751553910.3750944, 1751553910.465474, 1751553910.5569224, 1751553910.647396, 1751553910.738619, 1751553910.8277278]"
